Date / Time	City	State	Shape	Duration	Summary	Posted
11/19/14 16:20	Worcester	MA	Cylinder	5 minutes	Bright white cylinder. June St., Chandler intersection.	11/21/14
11/19/14 11:00	Rancho Bernardo	CA	Sphere	1 minute	Small black sphere the size of a soccer ball with colorfull flashing lights  ascends into the sky and disappears.	11/21/14
11/19/14 06:00	Grover Beach	CA	Light	10 minutes	Three orange lights forming a triangle 2 people saw them, moveing east to  west calif, central coast.	11/21/14
11/19/14 03:57	Tulsa	OK	Sphere	10 minutes	Silver ball sphere next to sun.	11/21/14
11/19/14 02:00	Roxborough	CO	Sphere	5 seconds	Large, fast-moving ball of light went to the ground at an angle.	12/05/2014
11/19/14 00:00	Mobile	AL	Changing	20 minutes	Large shape-changing fiery object.	11/21/14
11/18/14 23:00	Pulaski	VA	Sphere	1 hour	Multicolored noiseless objects sitting in the night sky over Pulaski  County, Virginia. ((NUFORC Note: Possible stars?? PD))	11/21/14
11/18/14 23:00	Denver	CO	Flash	1 hour	One flashing ball of light and 9 other balls of light in the Denver sky.	11/21/14
11/18/14 23:00	El Cerrito	CA	Triangle	~1 minutes	Triangular craft hovering, then drove off.	11/21/14
11/18/14 23:00	Socastee	SC	Formation	5/10 seconds	Fading lights and unusually moving lights.	11/21/14
11/18/14 21:44	Miami	FL	Flash	15 seconds	Two red flashes of light over turnpike near Cutler Ridge. Caused  streetlights go out.	11/21/14
11/18/14 21:00	Townsend	DE	Rectangle	15-20 minutes	4 people witnessed this amazing event, 3 sep. objects.HUGE, MAJESTIC,  LIGHTS BRILLIANT QUIET, LOW	11/21/14
11/18/14 20:30	Eagle River	AK	Fireball	2 minutes	Absolutely stationary fireball around 300 feet over the inlet.	11/21/14
11/18/14 20:00	Cosmopolis	WA	Triangle	3-4 minutes	I went outside and saw three triangular shapes flying by.	11/21/14
11/18/14 20:00	Glendale	AZ	Formation	20 minutes	Orange lights spotted in the northwestern sky either on a large aircraft or  five small aircrafts in formation.	11/21/14
11/18/14 19:49	Zephyrhills	FL	Oval	11 minutes	11/18/14 19:49 Zephyrhills FL oval/sphere 11 minutes 4 reddish-orange moved  west to south no sound, no wings and no additional lights	11/26/14
11/18/14 19:37	Sulphur	OK	Other	20 seconds	Upside-down V-shaped lights on top of no noise dark as night i could see  through it.	11/21/14
11/18/14 19:35	Los Alamitos	CA	Unknown	4-5 minutes	Hovering orange-red object drops small glowing red balls, then changes into  asymetrical object.	1/07/2015
11/18/14 19:00	Waynesboro	VA	Formation	10 minutes	40 bright white dots traveling quickly, Augusta county Virginia.	11/21/14
11/18/14 19:00	Bayonne	NJ		27 minutes	Strange lights over Newark airport.	11/21/14
11/18/14 18:45	Nacogdoches	TX	Light	30 seconds	Two white lights slowly moved apart, and then faded away.	11/21/14
11/18/14 18:00	Albertville	AL	Light	15	Came about 6:00 pm saw to my north a some clouds but something was going  round and round and then it went a bit further out, it seemed.	11/26/14
11/18/14 15:05	White Plains	GA	Oval	10 seconds	Saw this object traveling roughly NW to SE. It was light color (white/grey)  with a darker shade area along midline and slightly above	11/21/14
11/18/14 06:30	Bentonville	AR	Light	still there	Blue light on each side, white on top, red on bottom; stationary.	11/21/14
11/18/14 05:35	Lexington	KY	Sphere	10 seconds	Fast moving grey mass spherical not defined hot looking orange aura bottom  edge no lights complete stop and direction change 3 times.	11/21/14
11/18/14 02:05	Fort Wayne	IN	Formation	3 minutes	Three large bright lights slowly moved south. I could not see the craft  itself. The lights slowed and stayed in one spot low in the sky	11/21/14
11/18/14 00:00	Tuscumbia	AL	Other		Ive been seeing things in the sky for months. To be exact september till  present day. Last night I seen 2 light's in the sky.	11/21/14
11/17/14 23:20	Jonesboro	AR	Chevron	10 seconds	Silent, dark, fast moving object spotted over Jonesboro, AR.	11/21/14
11/17/14 23:00	Kennesaw	GA	Unknown	<1 minute	Three large white bright lights hovering less than 100 feet above the  ground.	11/21/14
11/17/14 22:51	Newton (near)	IL	Cigar	3 minutes	Can't explain but blue light lost 3 minutes.	11/21/14
11/17/14 22:50	I-65 (Mile Marker 250)	IN	Fireball	1 second	Green fireball with an orange tail flashed over Hwy 65 in Indiana. Mile  marker 250-ish. ((NUFORC Note: Meteor?? PD))	11/21/14
11/17/14 22:30	Trussville	AL	Cross	15 seconds	Very large low flying aircraft covered ten or more bright, non-blinking  white lights.	11/21/14
11/17/14 21:30	Mansfield (Rte. 30; near I-71)	OH	Fireball	4-5 seconds	I was heading E on Rt. 30 past I-71, just outside of Mansfield, Oh. I  glanced at the night sky and a round, red, ball of flame.	11/21/14
11/17/14 19:30	Lincoln	NE	Circle	2 seconds	Red/green light shooting in Lincoln, NE, night sky 11/17/14. ((NUFORC Note:  Possible Leonid meteor?? PD))	11/21/14
11/17/14 19:20	Miami	FL	Circle	2 minutes	FL-91 N Miami, FL 33169 United States I was in this location taking a curve  to get on the 826 south.  I never look at the sky until	11/21/14
11/17/14 19:00	Mechanicsville	MD	Unknown	1-2 minutes	Very loud object with bright lights flew over house. Base sent jet out on  search	11/21/14
11/17/14 18:20	Atoka	TN	Circle	:30	Several sightings in Atoka, TN.	11/21/14
11/17/14 18:15	Madison	WI	Fireball	0:00:04	While walking easterly on a cold night, I saw this bright object moving  from high in the southern sky, to medium low in the eastern sky	11/21/14
11/17/14 18:10	Chattanooga	TN	Triangle	15-20 seconds	Unusual bright flying object.	11/21/14
11/17/14 18:00	Ironton	OH	Circle	3 minutes	On Nov. 17, 18 or 19?, 2014, I was walking the dog sometime between 8 & 10  pm. ((NUFORC Note: Report from commercial pilot. PD))	12/05/2014
11/17/14 17:35	Keller	WA	Circle	1 minute	Seen object then plane came into view, object viered left and up followed  then exited up and to the left	11/21/14
11/17/14 11:46	Detroit	MI	Fireball	5 seconds	Large green fireball descends from sky above Detroit silently…	11/21/14
11/16/14 00:00	North Sacramento	CA	Unknown	5 seconds	Red star life formation seemed to glide left to right in a downward motion  for just a short distance then shot left and disappeared and	11/21/14
11/16/14 23:30	Houston	TX	Circle	3 seconds	Blue light in the sky appears and vanishes instantly.	11/21/14
11/16/14 22:10	Topeka	KS	Fireball	5 seconds	An orange and red ball of fire was seen S of Topeka, KS, arching across the  sky from W to E, before burning out.	11/21/14
11/16/14 22:05	Lakeville	MN		10 seconds	Driving S on I-35 southbound, driver and passenger witnessed a white ball  of light falling just south of Lakeville Mcstop.	11/21/14
11/16/14 21:45	Lincoln	NE	Flash	1 minute	While driving i seen what looked like something falling from the sky and  before i could find my phone to try and get it on camera if fl	11/21/14
11/16/14 20:45	West Allis	WI	Triangle	1-2 minutes	4 wedge shaped objects emitting bright lights were flying at a fast pace  from the southwest and headed northeast.	11/21/14
11/16/14 19:00	Stockton	CA	Disk	10 minutes	Flying saucers seen in Stockton.	11/21/14
11/16/14 18:15	Coventry	RI	Fireball	3 minutes	I was walking my dogs on this particular night and observed what looked  like a plane taking off from Green Airport.	11/21/14
11/16/14 18:00	North Canton	OH	Formation	10 minutes	Lights in formation over North Canton.	11/21/14
11/16/14 17:40	Eugene	OR	Unknown	1 minutes	Moving light slowed, then stopped, then slowly faded to darkness.	11/21/14
11/16/14 15:45	Shoreline	WA	Chevron	2-3 minutes	I saw something strange in the sky like nothing I have seen before.	11/21/14
11/16/14 15:30	Gilson	IL	Sphere	20 seconds	Small brown iridescent sphere hovering in front of me while deer hunting.	11/21/14
11/16/14 13:30	Marysville	WA	Formation	15 minutes	A large formation of small pink UFO's.	11/21/14
11/16/14 09:45	Albany	NY	Circle	3 minutes	My husband and I were driving to Walmart in Albany, NY. There was a huge  light that was shining in the sky.	11/21/14
11/16/14 09:10	Washington	MA	Other	5 minutes	Black oddly shaped (like large tarpaulin) object moving directly south to  north very quickly and high.	11/21/14
11/16/14 01:22	Casa Grande	AZ	Fireball	10 seconds	I stepped outside to have a cigarette on my back porch and saw in the sky a  bright blue explosion or meteor falling towards the earth!	11/21/14
11/15/14 23:45	Orlando (Lake Jessimine)	FL	Flash	30 seconds	Several unexplainable flying objects spotted over Orlando.	11/21/14
11/15/14 23:00	Middletown	CT	Fireball	5 minutes	Dark red ball flying over neighborhood house.	12/18/14
11/15/14 23:00	La Puente	CA	Circle	2	The object omitted red and green lights.	11/21/14
11/15/14 22:30	Shaker Heights	OH			Slow flying object that looked like a ball of fire. Orange w/ red mixed in.  It came across the sky, and then it just disappeared.	11/21/14
11/15/14 22:15	Ipswich	MA	Sphere	5 minutes	Three orange lights above beach.	11/21/14
11/15/14 21:30	Riverside	TX	Formation	10 minutes	We witnessed 20 bright orange aircraft traveling from east to west, flying  low, equally spaced apart, about the speed of airplane.	11/21/14
11/15/14 21:15	Oxnard	CA	Light	2 minutes	4 red lights/orbs over Oxnard, California.	11/21/14
11/15/14 20:35	Newark	TX	Triangle	4 to 5 minutes	3 Black Triangular Objects flying silently overhead. ((NUFORC Note: Witness  is highly experienced, and credible. PD))	11/26/14
11/15/14 20:23	Dracut	MA	Light	3 minutes	20 lights move across the sky in Dracut, MA.	11/21/14
11/15/14 20:20	Elmira	NY	Formation	1.5 minutes	Orange light formation flies over Elmira, New York.	11/21/14
11/15/14 19:35	Phoenix	AZ	Circle	7 minutes	8 red orbs moving in all directions above South Mountain, not flares, not  aircraft, occasional a formation of 2, disappeared 2, 3, 2, 1	11/21/14
11/15/14 19:30	Hanover	MA	Light	5 minutes	Driving home from dinner, my wife and I noticed three lights in the sky,  one was clearly a helicopter, the other a plane but third seem	11/21/14
11/15/14 19:00	West Park	FL	Fireball	1:58	Around 7:30pm last night, my girlfriend and I witnessed what we thought to  be falling stars. 5 objs. in the sky with flames behind.	11/21/14
11/15/14 18:30	Astoria (Queens)	NY	Fireball	6 seconds	Walking to N train on Hoyt ave when I saw a fireball seemed so close then  it just fizzled out. Happened so quick.	11/21/14
11/15/14 18:20	Attleboro	MA	Triangle	5 second	Triangle black, no light in any side. 3-4x speed of an airplane, sky was  fully clear and 30 or 20 deg.	11/21/14
11/15/14 17:51	New York City	NY	Fireball	5 seconds	Walking home w/ my sister. I squeeze her arm and yelled look at the blue  light. We saw a bright blue glowing ball in the sky.	11/21/14
11/15/14 17:51	Virginia Beach	VA	Fireball	5 minutes	Son, wife and I saw 3 of what looked to be fireballs traveling directly  vertical at a fast pace.	11/21/14
11/15/14 17:00	Roswell	GA	Changing	5 minutes	Small craft - separated into 2 - sped off quickly.	11/21/14
11/15/14 14:16	Navajo Lake	UT	Circle	2 minutes	Green lights appear at Navajo Lake. ((NUFORC Note: We suspect bird  droppings on the passenger window. PD))	11/21/14
11/15/14 13:05	Largo	FL	Sphere	5 minutes	About 9 spheres maybe 10 feet diameter, very high in clear sky, performing  aerobatics including triangles, then organizing and flying	11/21/14
11/15/14 10:30	Valparaiso	IN	Light	5 seconds	Small white flying object flying faster than a normal aircraft.	11/21/14
11/15/14 06:00	Tega Cay	SC		4 seconds	Looking E just above the horizon. Saw one flash of light that lasted for a  sec. After it vanished 2 lights appeared in the	11/21/14
11/15/14 05:30	Santee	CA	Other	5 minutes	Blobs of fire falling from sky.	11/21/14
11/15/14 02:30	San Antonio	TX	Other	Seconds…	Octagon shaped object flying at low altitude above San Antonio.	12/05/2014
11/15/14 00:45	Cambria	NY	Chevron	1 hour	Stationary bright white light sometimes flashing also red green at times,  sometimes large white middle. ((NUFORC Note: Star?? PD))	11/21/14
11/15/14 00:00	Issaquah	WA	Flash	10 seconds	Stationary white light appeared got brighter, moved in a "J" shape, then  disappeared.	1/07/2015
11/15/14 00:00	Burgettstown	PA	Sphere	30 minutes	2 round spheres white in clouds going in circles around each other.	11/21/14
11/15/14	San Luis Obispo	CA			At night remote bluff in Cen Cal. Spotted 30+ highly advanced "stars" until  next am, witnessed un-nerving things.	11/21/14
11/14/14 00:00	Lakewood	WA	Fireball	20	What is this?	11/26/14
11/14/14 22:45	Gurdon	AR	Unknown	15:00	Life changing. ((NUFORC Note: Source provides no significant information.  PD))	11/21/14
11/14/14 22:30	Deerfield	WI	Triangle	2 minutes	Triangle-shaped, many red lights, close to ground, hovered away fast. When  seen, phone died.	11/21/14
11/14/14 22:30	Shapleigh	ME	Fireball	11:15	On 11/14/14 at approx. 10:30 pm from my window facing E, I noticed a bright  light, similar to a fireball, darting back and forth.	11/21/14
11/14/14 22:20	Folsom	CA	Other	15 seconds	Object spotted overhead moving quickly from east to west with three linear  non-flashing lights.	11/21/14
11/14/14 21:50	Vallejo	CA	Circle	3 minutess	Bright orange orb in the sky.	11/21/14
11/14/14 21:00	Asbury	IA	Formation	15 minutes	A large cluster of 50+ red objects were sighted or 11/14/2014 in Asbury,  Iowa.	11/21/14
11/14/14 19:50	San Mateo	CA	Other	1 minute	A new scooter shaped aircraft like something from the Jetsons, but more  likea hemi police bike.	11/26/14
11/14/14 19:45	St-Augustine	FL	Other	10 seconds	Five bright lights in a pentagon formation swaying in the sky of  St-Augustine, FL.	11/21/14
11/14/14 19:45	Fairfield	CA	Other	45 minutes	Curtain-shaped object shimmering/pulsating for 45 minutes. Southern sky.  Seen by two people.	11/21/14
11/14/14 19:31	Dallas	TX	Rectangle	45-60 seconds	A single, rectangle shaped object with red lights and alternating blinking  white lights, like hazard lights flew over Dallas, Texas.	11/21/14
11/14/14 19:00	Puyallup/South Hill	WA	Oval	2 hours, still going	Orange yellow lights flare up brightly as they circulate in the sky.	11/21/14
11/14/14 18:45	Bellingham	MA	Light	15 minutes	Many yellow-orange objects crossing sky all in one direction.	11/21/14
11/14/14 17:50	Sandy Point (St. Kitts)		Unknown	1/200th seconds	Photo reveals strange objects in sky.	12/05/2014
11/14/14 17:45	Allentown	PA	Formation	20+ minutes	Formation of 10+ white/red lights moving & then stationary on 11/14/14 at  5:45 PM approached by light aircraft near Allentown Pa.	11/21/14
11/14/14 14:24	Hopkins	MN	Disk	30 seconds	Shiny, silver disc over Hopkins, MN.	11/14/14
11/14/14 14:15	Chandler	AZ	Cylinder	5 minutes	I witnessed a black, cylinder-shaped UFO in Phoenix, Arizona.	11/21/14
11/14/14 06:00	Honolulu	HI	Fireball	5 seconds	Two fire balls flying parallel to one another leaving a long streak of  light.	11/14/14
11/14/14 02:45	Sacaton	AZ	Fireball	2-3 seconds	Bright green fireball and tail falling toward the ground.	11/14/14
11/14/14 02:00	Sandpoint	ID	Circle	3 minutes	Very vivid image of it in my mind; I will never forget it.	11/21/14
11/14/14 01:05	Rogers	AR	Light	5 seconds	A light (kind of green/blue) moving across the sky (very fast), and then  disappears in the air.	11/14/14
11/13/14 22:00	Tucson	AZ	Formation	1 minute	Casino del Sol area, huge disc-shaped lights.	11/14/14
11/13/14 21:00	Huron	SD	Triangle	1 minute	The UFO looked BIG.	11/14/14
11/13/14 20:30	Menifee	CA	Changing	60-90 seconds	Most unusual yellowish brown shape I've ever seen, moved extremely odd,  then vanished	11/21/14
11/13/14 19:05	Huron	SD	Triangle	20 seconds	3 red glowing lights.	11/14/14
11/13/14 19:00	Pico Rivera	CA	Triangle	15 minutes	Red, and White flashing lights flying over Pico Rivera, Ca	11/14/14
11/13/14 18:25	Norwalk	CA	Sphere	2 minutes	3 witnesses reported 2 speeding helicopters chasing a white orb northbound  over Norwalk, CA.	11/14/14
11/13/14 17:00	Columbia	AL	Formation	3-5 minutes	I noticed 4-5 orb-like anomalies moving in formation across the evening sky.	11/21/14
11/13/14 17:00	West Milton	OH	Other	3 minutes	Aircraft that looked like a small airliner hovering less than 100 feet off  the ground.	11/14/14
11/13/14 09:17	Lilburn	GA	Cigar	30 seconds	Skinny white plane-like craft, no windows, engines on tail, wings pointing  upward on ends, suspected drone.	11/14/14
11/12/2014 20:55:00	Hedgesville	WV	Unknown	3 minutes	White ball moving up.	11/14/14
11/12/2014 20:20:00	Columbia	SC	Fireball	10 seconds	Fireball in the sky.	11/14/14
11/12/2014 19:30:00	Plymouth Meeting	PA	Diamond	Few minutes	((HOAX)) It's a clear cold, night. I was taking trash out. There was this  very bright object, brighter than any stars flickering	11/14/14
11/12/2014 19:00:00	Lynnwood	WA	Sphere	5 seconds	Fast red/orange light over western Washinton .	11/14/14
11/12/2014 19:00:00	Georgetown	KY	Circle	15 minutes +	Huge circular light formation.	11/14/14
11/12/2014 18:30:00	Philadelphia	PA	Light	20 minutes	Lights flickering in the North Western Sky over Philly/Yeadon Area	11/14/14
11/12/2014 18:00:00	Harrisburg	PA		5 minutes	Strange lights lower Paxton Township, Harrisburg, PA.	11/14/14
11/12/2014 17:15:00	Bermuda Run	NC	Sphere	2 minutes	Just before dusk, a large sphere (similar to automobile headlight) observed  flying in the sky by a walker.	11/14/14
11/12/2014 17:00:00	Central City	NE	Light	15 minutes	Light orbs seen in daylight with sun setting.	11/14/14
11/12/2014 16:45:00	Somers Point	NJ	Circle	5 seconds (each)	We where out on the back deck facing west smoking a cigarette. There were  about 6 jets with contrails as we watched them we saw it. Alm	11/14/14
11/12/2014 16:30:00	Virginia Beach	VA	Disk	45-60 seconds	Silver disk seen hovering near Ferrell Parkway.	11/21/14
11/12/2014 11:30:00	Waterloo	IA	Cigar	2 minutes	((HOAX??)) It flew low just above the trees. It a dark grey it moved fast  with no sound. It was huge.	11/14/14
11/12/2014 11:16:00	Bernalillo	NM	Other	15 seconds	Plane flying close to the ground followed by object on opposite side  traveling horizontally towards mountains.	11/14/14
11/12/2014 3:45:00	Ashland	NH	Sphere	10 seconds	8 ufo's in formation in cloud.	11/14/14
11/12/2014 1:00:00	Burien	WA		35 minutes	Looked outside got home from work saw 2 welding fireball objects hovering  above ghe sound north end of vashon island.The livht was so i	11/14/14
11/12/2014 0:00:00	Melbourne (Australia)		Sphere	5 seconds	Ok wow wow I would never believe this would happen to me wow I'm still in  shock ,every night before bed I go out side for a cigarette a	11/14/14
11/11/2014 22:30:00	Franklin	LA	Other	3 minutes	Object with about 6 green circular lights with a centered red light above.	11/14/14
11/11/2014 22:25:00	Wade	NC	Light	multiple hours and still	Since I made my first report on the 7th I have witnessed the same thing 4  different nights and it is happening right now as I type this	11/14/14
11/11/2014 21:00:00	Palm Beach	FL	Circle	3 seconds	Bright light traveling speeds over 2,000 mph with no sound heading towards  keys from palm beach 11/11/14	11/14/14
11/11/2014 20:20:00	Allen	TX	Triangle	10 minutes	Drone or UFO.	11/14/14
11/11/2014 19:30:00	Delray Beach	FL	Formation	10-15 seconds	Numerous lights either moving in formation, or as part of a larger UFO  going south 1/2 mile west of the coastline in Delray Beach, FL	11/14/14
11/11/2014 19:30:00	Pawleys Island	SC	Unknown	1.5 minutes	Was watching a plane in the sky heading south, and from the far north I  noticed another plane with blinking lights coming south.	11/14/14
11/11/2014 18:30:00	Sutherlin	OR	Fireball	5 minutes	Nine craft 3 by 3 flying south over I-5 changing formation and then  elevating.	11/14/14
11/11/2014 18:00:00	Pittsburgh	PA	Formation	10 minutes	5 red lights hovering over airport.	11/14/14
11/11/2014 17:44:00	Attleboro	MA	Cone	2 minutes	Went to my car round 5:45 pm look up before getting in the car and saw this  cone like shape blue colored. They was a plane also in view	11/14/14
11/11/2014 17:15:00	Newport	VT	Light	15 seconds	Single orange silent light.	11/14/14
11/11/2014 17:00:00	Rochester	NH	Fireball	8 minutes	At 5:00 pm first orange glowing lights (Orange Fire Balls) seen were a set  of 3 in a triangle shape approximately over Loan Oak Ice Cre	11/14/14
11/11/2014 13:00:00	Albuquerque	NM	Oval	5 minutes	Oval cloudlike only spot in day blue sky then see more silver color slowing  moving,then disappear	11/14/14
11/11/2014 12:00:00	Tucson	AZ	Changing	2-4 hours	Two stars moving closer emitting a sparkling, shimmering object.	11/14/14
11/11/2014 11:00:00	Abu Dhabi		Disk	3-5 seconds	From a high-rise hotel in Abu Dhabi three eliptical/saucer-shaped UFO's are  in 1 photo of many taken (11/11/14).	12/05/2014
11/11/2014 5:00:00	Pittsburgh	PA	Formation	10:00	Two stars moving closer emitting a sparkling, shimmering object.	11/14/14
11/11/2014 4:30:00	Lake Worth	FL	Triangle	15 seconds	Self illuminated dull-amber color boomerang flying sporadically	11/14/14
11/10/2014 23:30:00	Cold Springs	KY	Triangle	2 minutes	Triangular-shape object with 2 bright front lights and several  multi-colored dim lights hovered above houses, then slowly moved on.	11/14/14
11/10/2014 23:26:00	Anaheim	CA	Oval	5 seconds	Bright, Fast, and Red.	11/14/14
11/10/2014 22:50:00	Montgomeryville	PA	Circle	2 minutes	I was driving off the PA Turnpike at the 309 exit. I was heading North  bound onto 309 when a bright light appeared in the sky to the W	11/14/14
11/10/2014 22:45:00	Portland	OR	Triangle	15 minutes	Two bright hat-shaped objects hovering then flying away in Portland.	11/21/14
11/10/2014 22:00:00	Nashville	TN	Fireball	5 minutes	Sighting replicated two nights in a row in West Nashville.	11/14/14
11/10/2014 21:30:00	Lexington	SC	Light	5 minutes	Bright red-orange object that looked like a star.	11/21/14
11/10/2014 21:00:00	Tunkhannock	PA	Oval	5 minutes	I Live in Root Hollow Forkston Twp. Pa. Nov. 10th about 9p.m. surrounded by  mts. I am still excited this a.m and shaking. A yellow gold	11/14/14
11/10/2014 19:30:00	Long Lane	MO	Changing	2 hours	More odd lights in Long Lane, no feasible explanation.	11/14/14
11/10/2014 19:00:00	Holtsville	NY	Light	5 seconds	A bright light sat there in the sky for 2 seconds and shot across the sky  on a angle faster then any thing I've ever seen.	11/14/14
11/10/2014 18:45:00	Madera	CA	Oval	20 seconds	3 red oval object seen flying thru sky in Madera, CA.	11/14/14
11/10/2014 18:35:00	Kansas City	KS	Disk	15 minutes	3 UFOs in clouds, chasing each other. ((NUFORC Note: Possible advertising  lights? PD))	11/14/14
11/10/2014 18:35:00	Dover	NH	Circle	2 minutes	We thought it was a flare but it was flying fast up into the sky. We  watched it travel across the sky and then it disappeared.	11/14/14
11/10/2014 18:15:00	Hamden	CT	Light	5 minutes	Object moved from South to North flashing every five seconds, otherwise not  visible.	11/14/14
11/10/2014 17:45:00	Ijamsville	MD	Light	2 minutes	My son and I observed a light that appeared to move very quickly in a  non-linear motion and then disappear.	11/14/14
11/10/2014 17:45:00	Frederick	MD	Light	8 seconds	Light moving too fast, broke physics (our tech), and disappeared.	11/14/14
11/10/2014 17:30:00	Cozumel (Mexico)		Circle	1 minute	Green orb with 5 white dots.	11/14/14
11/10/2014 10:00:00	Reno	NV	Triangle	45 seconds	11/10/14 around 10:00pm - V shaped light formation over in west Reno.	11/14/14
11/10/2014 8:00:00	Coolidge	AZ		all night	Amazing UFOS caught on tape!!	11/14/14
11/10/2014 5:47:00	Durand	MI	Unknown	1 second	I saw a bright flash pass in front heading east as I left my driveway.  It was moving twice the speed of an airplane and even though	11/14/14
11/10/2014 0:00:00	Oshawa (Canada)	ON	Light	5 seconds	Green light.	11/14/14
11/09/2014 23:35:00	North Bend Area	WA	Sphere	30 seconds	Giant Orb spotted along I-90 West bound between West and East roads.	11/14/14
11/09/2014 20:21:00	Tampa	FL	Circle	5 minutes	We saw 4 orange round ufos near each other and 3 more orange ufos flying  toward them. We did not hear any engine noise.	11/14/14
11/09/2014 19:50:00	Houston	TX	Fireball	2-3 minutes	Observed very bright orange lights moving at the same altitude across the  sky at normal aircraft speeds till they quickly faded.	11/14/14
11/09/2014 19:35:00	Anderson	MO	Changing	4-5 seconds	A shape changing object with the appearence of oval to stingray traveled  over our heads from east to west	11/14/14
11/09/2014 18:40:00	Collinsville	IL	Other	10 seconds	Large T formation of objects. Fast moving. Amazing.	11/14/14
11/09/2014 18:00:00	Las Vegas	NV	Fireball	5 minutes	Fireball northwest Las Vegas.	11/14/14
11/09/2014 15:50:00	Brunswick	MD	Light	4 minutes	A Bright White Light darting around and stopping during the daytime that  disappeared in a cloud.	11/14/14
11/09/2014 14:00:00	Woodlands	TX	Fireball	3 minutes	Fireball traveling southwest very high moving very fast, moved directly  overhead. Cleared horizon in under 3 min.	11/14/14
11/09/2014 12:50:00	Wanaque	NJ	Sphere	<10 seconds	The planes and the object headed north, then turned very sharply east. It  was exactly 12:50 PM.	11/14/14
11/09/2014 3:00:00	Prior Lake	MN	Cigar	5 minutes	Green w/ blinking red lights.	11/21/14
11/09/2014 3:00:00	Casper	WY	Unknown	60 seconds	Loud missile noise. Seemed impossibly localized.	11/14/14
11/09/2014 0:00:00	Kouts	IN	Cigar	~1 hour	Lights in the eastern sky hovered for an hour before moving off in the  distance.	11/14/14
11/08/2014 22:15:00	Spring Hill	FL	Formation	5 minutes	Witness to FLEET of UFO's over Spring Hill Florida.	11/14/14
11/08/2014 21:30:00	Des Moines	IA	Unknown	3 minutes	Driving along I-80 west bound and saw about 7-9 bright red lights floating  in the sky at about the height that a helicopter would fly.	11/14/14
11/08/2014 21:30:00	Urbandale	IA	Sphere	20 seconds	3 glowing orange orbs floated above the interstate at a low level. Moving  very slowly. Sky was clear and they were very distinct.	11/14/14
11/08/2014 21:15:00	Waterford Twp	MI	Sphere	10 minutes	3 Orange Spheres Vertically floating over Waterford Twp /Keego Harbor  Michigan	11/14/14
11/08/2014 20:45:00	Edinburg	TX	Circle	5 seconds	Saw what appeared to be a green ball of fire fly west-northwest and  disintegrate into white sparks or flames.	11/14/14
11/08/2014 20:30:00	San Angelo	TX	Oval	8 seconds	Weird sighting.	11/14/14
11/08/2014 20:20:00	Somerset	MA	Light	5 minutes	Red light making unusual moves.	11/14/14
11/08/2014 20:00:00	Garner	NC	Light	1-2 minutes	Odd flashing lights.	12/05/2014
11/08/2014 20:00:00	Ruston	LA	Light	5 minutes	Fifteen bright yellow to orange lights in the sky not moving and when I  took a picture they diappeared to the South.	11/14/14
11/08/2014 19:00:00	Norton	MA	Circle	10 seconts	White round light / object appeared suddenly on I-495 southbound near  Norton Ma	11/14/14
11/08/2014 18:30:00	La Quinta	CA	Triangle	10-20 seconds	Large black triangle 1 round light in each corner moving silently across  evening sky.	11/21/14
11/08/2014 18:30:00	Boca Raton	FL	Other	10 minutes	2 Orange (shaped like "9") hovering over sandalfoot both made loop de loops  and in less than a second they were 25 miles away	11/14/14
11/08/2014 17:55:00	Dover	NH		4 seconds	Bright light with line of light morphing to 3 lights	11/14/14
11/08/2014 13:52:00	Capitola	CA	Cigar	25 minutes	Ribbon Shaped object high in Atmosphere with metallic highly reflective  ends, beam seen in one picture visible.	11/14/14
11/08/2014 10:48:00	Lawrence	KS	Other	70 seconds	There were 4 or 5 grey aircrafts chasing a dark colored disc like aircraft  that was gliding and and changing directions very quickly.	11/14/14
11/08/2014 9:00:00	Louisville	KY	Circle		Going around in circle and then coming togather, as if the were dancing  over and over same. ((NUFORC Note: Advertising light? PD))	11/14/14
11/08/2014 8:00:00	Mohammed Bin Zayed City (Abu Dhabi)(UAR)		Circle	7	Blue Green Circular object with spike-like white, moving to the left	11/14/14
11/08/2014 3:30:00	Lincoln	NE	Light	10 minutes	((NUFORC Note: No information provided by source of report. PD))	11/14/14
11/08/2014 1:25:00	Spring	TX	Circle	3 minutes	Multiple reddish circular objects from ground to sky vanish.	11/14/14
11/08/2014 1:15:00	Duxbury	MA	Circle	15 minutes	3 Individual bright orange orbs of light, moving across the sky, slightly  faster than a plane, one by one, no sound, steady, about a mi	11/14/14
11/08/2014 0:00:00	Madison	AL	Unknown	5 seconds	Friend says wow 2 shooting stars, i did not see but i know it wasnt stars	11/14/14
11/07/2014 22:30:00	Isle of Palm	SC	Changing	15 minutes	4-6 bright orange lights floating low over the ocean horizon on Isle of  Palms	11/14/14
11/07/2014 22:30:00	Springhill	FL	Unknown	5 minutes	50 or 60 Reddish orange lights over Springhill, Florida.	11/14/14
11/07/2014 21:30:00	Irvine	CA	Sphere	10 seconds	Large round red ball, approx 200 ft. diameter. Observed descending slowly  behind a nearby hill, 7/8 obscured by hill when seen. Then di	11/14/14
11/07/2014 21:00:00	Jacksonville	FL	Fireball	30 minutes	Blue green ufo silent.	11/14/14
